score,text
5,¸ÀÀÖ¾î¿ä >.< ´Ù ¸Ô°í Æ÷Àåµµ ¿ÕÃ¢ÇØ¿Ô¾î¿ä
3.5,Å¬·¡½ÄÇÑ ¸Þ´º°¡ ¸ÀÀÖ¾î¿ä! ¹Ù´Ò¶ó ´©ÅÚ¶ó »ýÅ©¸² ¿ìÀ¯!! ºÎµå·´°í ¾öÃ» ´ÞÁöµµ °úÇÏÁö ¾ÊÀº ¸ÀÀÌ ÁÁ¾Ò¾î¿ä
5,¾î·Æ°Ô ¸Àº» µµ³Ó ±â´ë ÀÌ»óÀÌ¾ú½À´Ï´Ù Àç¹æ¹®ÀÇ »ç 100
5,"ÄÜÅÙÃ÷°¡ Àç¹Õ°í µµ³Ó ¸Àµµ ÈÇ¸¢, Ä¿ÇÇµµ ÁÁ¾Ò½À´Ï´Ù"
5,¿ª½Ã À¯¸íÇÑ µµ³Ó¢¾? »ç¶÷µé ÁøÂ¥ ¸¹¾Æ¼­ °Ü¿ì »ò¾î¿ä ¤Ð¤Ð
5,°ø°£ÀÌ ³Ð¾î¿ä Ä£ÀýÇØ¿ä
4,¸ÀÀÖ¾î¿ä »ç¶÷ÀÌ ³Ê¹« ¸¹¾Æ¼­ ¿À·¡ ±â´Ù·È¾î¿ä »ýÅ©¸² ¹Ù ³¯¶ó ÃÊÄÚ ¸ÀÀÖ³×¿ä
4,³ª»ÚÁö ¾Ê¾Æ¿ä
5,ÁÁ¾Æ¿ä
4,±Í¿©¿ö¿ä....¸ÅÀåÀÌ..³Ñ±¸¤¿¿©¿ö!!
4,¸À³ª°Ô ½Ã¿øÇÏ°Ô ¸¶½Ã°í ¿Ô¾î¿ä
3,"ÀÏ´Ü ¸ÅÀåÀÌ µµ¶¼±â½ÃÀåÀÌ¶ó Ä£±¸¶û ´ëÈ­¸¦ ¸øÇÏ°Ú¾î¿ä. ÀÎ½ºÅ¸³ª ºí·Î±×¿¡¼­ Á¸¸ÀÅÊÀÌ¶ó°í ÇÏ´Â °Í ´ëºñ, »ý°¢º¸´Ù ±×·¸°Ô ¸ÀÀÖÁø ¾Ê¾Ò¾î¿ä. ºñÁÖ¾óÀº È®½ÇÈ÷ ´ë¹ÚÀÌ³×¿ä. ÀüÇüÀûÀÎ ÀÎ½ºÅ¸±×·¥ st Ä«Æä."
3.5,ÁÖÂ÷ °¡´ÉÇØ¼­ ÁÁ¾Æ¿ä ¸ÅÀåÀÌ ³Ê¹« Á¤½Å¾ø¾î¿ä ¤Ð¤Ð
4.5,ÀÌÀüÇÏ°í ³Ð¾îÁö±ä Çß´Âµ¥ ÁÙ ¼­´Â °÷Àº ¿©ÀüÈ÷ Á» Á¼°í º¹ÀâÇÏ³×¿ä µµ³ÓÀº ¸ÀÀÖ¾ú¾î¿ä
5,Â¯¸ÀÀÔ¤¤´Ù
5,¹» ¸Ô¾î¾ß ÇÒ±î °í¹ÎµÉ ¶© ¹«Á¶°Ç ¿ìÀ¯ »ýÅ©¸²! Á© ¸ÀÀÖ¾î¿ä. ¿©·¯ °³ »ç¸é ÇÏ·ç¿¡ ´Ù ¸ø ¸Ô°í ³ÃÀå º¸°üÇß´Ù°¡ ¸Ô°Ô µÇ´Âµ¥ ³ÃÀå°í¿¡ ÇÏ·ç µÎ¾ú´Ù°¡ ¸Ô¾îµµ Á¦ÀÏ ¸À ¾È º¯ÇÏ°í ¸ÀÀÖ´Â °Ç ¿ìÀ¯ »ýÅ©¸²ÀÔ´Ï´Ù. ¹Ú½º Æ÷ÀåÇÒ °Å¸é ¿ìÀ¯ »ýÅ©¸²Àº µÎ °³ ÀÌ»ó ³Ö´Â °ÍÀ» ÃßÃµÇÕ´Ï´Ù
4,±Â
4,ÁÁ¾Æ¿ä
4,ÁÁ¾Æ¿ä
3.5,¸ÀÀÖ¾î¿ä<<~!!.
4,ÇÑ ¹øÂë ¸Àº¼¸¸ÇØ¿ä
4,µµ³Ó ¸ÀÀº ±¦ÂúÀºµ¥ ³Ê¹« ½Ã²ô·¯¿ò
4,»ç¶÷Àº ¸¹Áö¸¸ µµ³ÓÀº ¸ÀÀÖ¾î¿ä
5,Ä¿ÇÇ °¡°Ý µµ³Ó °¡°Ýµµ Àû´çÇÏ°í µµ³Ó ÁøÂ¥ ¸ÀÀÖ¾î¿ä
4,»çÁø Âï±â ³Ê¹« ÀÌ»Û °÷
5,Ä«Æä°¡ ÀÌ»µ¿ä ÀÏ»çÃµ¸® ¤»¤§
5,HAPPY
5,ÃßÃµÇÕ´Ï´Ù!!
5,³Ð¾îÁ®¼­ ÁÁ¾Æ¿ä
4,ÁÁ¾Æ¿ä^^
5,ÃßÃµÇÕ´Ï´Ù
4,ÇÏ·ç Áö³ª°í ¸ÔÀ¸´Ï±î ±×³É ±×·¡¿ä. ´ÙÀ½¿£ ¹Ù·Î ¸Ô¾îºÁ¾ß°Ú¾î¿ä.
5,ÇÖ Ç®ÀÔ´Ï´Ù µµ³Ó ³Ê¹« ¸ÀÀÖ¾î¿ä
5,ÀÎ»ý µµ³ÓÀÔ´Ï´Ù ¾ó±×·¹ÀÌ µµ³Ó ³Ê¹« ¸ÀÀÖ¾î¿ä Àû´çÈ÷ ´Þ°í Å©¸²µµ ¿Ïº®ÇØ¿ä
5,ÃÊÄÚ ¼±´õ ÁÖ´Ï¾î ÄÉÀÌÅ© Á¤¸» ÃÖ°­ÀÎ °Í °°¾Æ¿ä. ÀÌÀüÇÑ ¸ÅÀåÀÌ ´õ ¿¹»Ú°í ÄèÀûÇØ¼­ ¿ÏÀü ¸¶À½¿¡ ½ï ¢½
2.5,¸®ºä¿¡ ºñÇØ ¸À º°·ÎÀÓ ºñ½Ó
5,Àå¸À!!!
5,ffffffffffffff
5,»ç¶÷ÀÌ Ç×»ó ¸¹°í ¸Ô°í °¡°í Æ÷Àåµµ ÇÒ °Å¸é µû·Îµû·Î µÎ ¹ø ÁÖ¹®ÇØ¾ß ÇÑ´Ù´Â ¹ø°Å·Î¿òÀÌ ÀÖÁö¸¸ ÂË¸ÀÅÊÀÌ´Ï±î ÂüÀ» ¼ö ÀÖ¶Ì..! È¦¸° µí »ç´Ù º¸¸é ÀÌ¸¸ ¿øÀº ±Ý¹æ ³Ñ¾î°¡´Â ¸ÅÁ÷-?? ²Ù·¯ ÆÁÀ¸·Î´Â ÇÃ·¯½ºÄ£±¸¿¡¼­ ³²Àº ¾çÀÌ³ª Å×ÀÌÅ©¾Æ¿ô ÁÖ¹® °¡´ÉÇÏ´Ï±î Âü°íÇÏ¼¼¿ä
5,³Ê¹« ¸ÀÀÖ¾î¿ä ¤Ð¤Ð¤Ð¤Ð
5,¿ìÀ¯¸¸ ÀÖÀ¸¸é µµ³Ó 10°³ °¡´Â °¢
5,³Ê¹« ¸ÀÀÖ¾î¿ä »ç¶÷ ¸¹À¸´Ï ÀÏÂï ¿Í¿ä
4.5,¿ìÀ¯Å©¸² µµ³ÓÀÌ Á¦ÀÏ ¸ÀÀÖ´Â ³ëÆ¼½º!! ÁÖ¼ÒÀÌÀü ÈÄ ¿þÀÌÆÃÀÌ ´õ ±æ¾îÁø °Í °°¾Æ ³Ê¹« ½½ÇÁ³×¿ä ¤Ð?.¤Ð?
4,ÁøÂ¥ ¸À³ª¿ä Á¤¸» °­ÃßÇÕ´Ï´Ù
4,Å×ÀÌÅ©¾Æ¿ô ÁÙÀÌ ¾öÃ» ±æ°í ¸ÅÀå¿¡¼­ ¸Ô´Â °Ç ÁÙÀÌ ¾ø¾î¿ä ÀÎ±â ¾öÃ» ¸¹¾Æ¼­ À¯¸íÇÑ µµ³ÓÀº ¸ø ¸Ô¾ú¾î¿ä?? ´©ÅÚ¶ó ¸ÀÀÖ°í... µµ³Ó ¸ÀÀº ¼ÖÁ÷È÷ ±×³É ½ÃÀå µµ³Ó ²Ê¹è±â ¸ÀÀÌ¾ú¾î¿ä..^^±×·¡µµ ºÐÀ§±â ÁÁ°í ³Ê¹« ÁÁ¾Ò¾î¿ä
4.5,Á¤¸» ¸À³ª¿ä~~ °­Ãß
5,µµ³Ó ¹ÌÃÆ¾î¿ä.... Á¸ ¸¸
5,¿©ÀÚÄ£±¸¶û ¿Í¼­ ´õ ÁÁ¾Ò¾î¿ä¤»¤»
5,¿©ÀÚÄ£±¸¶û ¿Í¼­ ´õ ÁÁ¾Ò¾î¿ä¤»¤»
5,¿©ÀÚÄ£±¸¶û ¿Í¼­ ´õ ÁÁ¾Ò¾î¿ä¤»¤»
5,¾ó±×·¹ÀÌ µµ³ÓÀ» µå¼¼¿ä.... ÃÖ°í
4,¹Ù´Ò¶ó µµ³Ó ¸ÀÀÖ¾î¿ä?? Ä«Æä°¡ ¿¹»µ¿ä
4.5,±»
4,¸ÀÀÌ ´Ù ¶È°°Àº °Å °°À¸¸é¼­µµ µµ³Ó¸¶´Ù ¸ÀÀÌ °¡Áö°¢»öÀÌ³×¿ä °¡²û µµ³Ó ¸Ô°í ½ÍÀ» ¶§ »ý°¢³¯ °Í °°Àº ¸ÀÀÌ¿¡¿ä. ¾Æ¸Þ¸®Ä«³ë´Â Á¶±Ý ¾´¸ÀÀÌ °­ÇØ¼­ ¾´ °Ô ½ÈÀ¸½Å ºÐµéÀº ¿¬ÇÏ°Ô ÇØ´Þ¶ó°í ¿äÃ»ÇÏ½Ã¸é µÉ °Í °°¾Æ¿ä!
4,»ý°¢º¸´Ü ±×³É ±×·¡¿ä ±×·¸Áö¸¸ ¸ÀÀÖ°í »ç¶÷ Â¯ ¸¹À½
5,»ç¶÷ ³Ê¹« ¸¶³ª¿©
5,Å×ÀÌºíÀÌ Á¼¾Æ¼­ À§ÇèÇØ º¸¿© Æ÷ÀåÇß½À´Ï´Ù
4,¸À³ªÁö¸¸ ÁÙÀÌ ³Ê¹« ±æ´Ù ¤Ð¤Ð¿ì¿¡¿¡¿¡¿¡¿¨
5,"ÆòÀÏ Á¡½É½Ã°£¿¡ °¬´Âµ¥ ÁÙÀÌ ¾î¸¶¾î¸¶ ¤Ì. ÇÏÁö¸¸ Á÷¿øºÐÀº Ä£ÀýÇÏ°í, µµ³ÓÀº Àå¸ÀÀÔ´Ï´Ù.."
5,²Þ°ú Èñ¸ÁÀÌ °¡µæÇÑ °÷
4.5,ÀÚÁÖ °¡¿ä ¸ÀÀÖ¾î¿ä
5,ÀÔ¿¡¼­ »ç¸£¸£ ³ì¾Æ¿ä¤Ð¤Ð´Þ´ÞÇÑµ¥ ¾È Áú¸®´Â ±×·± ¸À!
5,³ëÆ¼½º µµ³Ó ³Ê¹« ÁÁ¾ÆÇØ¿ä~~~
5,¸À³ª¿ä!
5,ÇÁ·¹Ã¿ Àå¸À!
5,±Â¢½
4,¸ÀÀÖ¾î¿ä
5,Ä£ÀýÇÏ°í^^ ¸ÀÀÖ°í^^
5,ÀÎ±â ¸¹³×¿ä
3.5,ÆÐÅ°Áö°¡ Âü ¿¹»Ú³×¿ä:) ¸ÅÀå ¾ÈÀº ¾î¼ö¼±ÇÏ°í Å×ÀÌºíµµ ±ú²ýÇÏÁö°¡ ¾Ê¾Æ¼­ Å×ÀÌÅ©¾Æ¿ô ÇÏ´Â °Ô ³ªÀº °Å °°¾Æ¿ä. µµ³ÓÀº ¸ÀÀÖ³×¿ä
5,¿ìÀ¯ µµ³Ó ÃÖ°í¿¹¿ä!! ¿ª½Ã ±âº»ÀÌ º£½ºÆ®!
4,³ëÆ¼½º µµ³Ó Àå¸À??????????
3,½ºÄÜÀÌ ´õ ¸ÀÀÖ¾ú¾î¿ä
5,¸ÀÀÖ¾î¿ä
3.5,°¡°ÝÀÌ ¤Ð¤Ð
0.5,¸À º°·Î¿¹¿ä
5,Å©¸²ÀÌ Á¤¸» ¸ÀÀÖ´Ù ¾É¾Æ¼­ ¸Ô°í °¡Áø ¸øÇÏ°Ú´Ù
3,À¯¸íÇÑ µµ³Ó ¸À ÁýÀÌ·¡¼­ Å×ÀÌÅ©¾Æ¿ôÇß´Âµ¥ ³Ê¹« ¸ÀÀÖÀ½
5,¸ÀÀÖÁö¸¸ »ç¶÷ ³Ê¹« ¸¹¤·¹Ç
4,¸ÀÀÖ¾î¿ä
5,¸ÀÀÖ´Â µµ³Ó Æ÷Àå¿Ï·á
4.5,ÀÌ»çÇÏ°í ÄèÀûÇØÁ³³×¿ä!
5,Àß ¸Ô¾ú¾î¿ä
4.5,¸ÀÀÖ¾î¿ä
4,¿ìÀ¯ µµ³Ó ³Ñ³ª ¸ÀÀÖ¾î¿ä¤Ì¤Ì ±Ùµ¥ »ç¶÷ ÁøÂ¥ ¸¹¾Æ¼­ Æ÷Àå °­Ãß
3.5,µµ³ÓÀÌ¶û ÄÉÀÌÅ© Æ÷ÀåÇß¾î¿ä ¸ÀÀÖ¾î¿ä~ ÆòÀÏ³¯µµ »ç¶÷ÀÌ ¸¹¾Æ¼­ Á¤½Å¾ø¾î¿ä
3.5,µµ³ÓÀº ¸ÀÀÖµð¸¸ Á¶°¢ ÄÉÀÌÅ©°¡ ³Ê¹« ½Ç¸Á
5,¿ìÀ¯ »ýÅ©¸² ÃÖ°í?
4,µµ³ÓÀÌ ´Ù ³Ê¹« ¸ÀÀÖ¾î¿ä!!
4,¼Ò¹®ÀÌ ÀÚÀÚÇÑ µµ³Ó µåµð¾î ±¸¸Å
5,ºÐÀ§±âµµ ÁÁ°í µµ³Óµµ ¸À³ª´Â °÷
5,ÈçÇÏÁö ¾ÊÀº µðÀúÆ® ¸Þ´º¶ó¼­ ¶Ç °¡°í ½ÍÀº °÷!
4,¸ÀÀº »õ »óÁ¸ ¸ÀÀÌÁö¸¸ ÁÖ¹® ÁÙ ¾Æ »ç¶÷ ÀÖÀ¸¸é °ü½É Á» ÁáÀ¸¸é...
5,Ã»´ã ³ëÆ¼½º ³ëÆ¼½º Ã»´ã ¾Ð±¸Á¤ ·Îµ¥¿À ¸À Áý Ä«Æä
4.5,Ä«Æä°¡ ÇÎÅ© °õµ¹ÀÌ·Î ¾Ë·Ï´Þ·Ï ³Ê¹« ÀÌ»Ú°Ô ²Ù¸çÁ® ÀÖ¾î¼­ »çÁø Âï´Â ºÐµé ¸¹´õ¶ó°í¿ä ?? °¡°Ý´ë°¡ ÀÖ±ä ÇßÁö¸¸ ¸ÀÀÖ¾ú¾î¿ä~Æ¯È÷ ¾ó±×·¹ÀÌ Çìºì~¾ó±×·¹ÀÌ ½È¾îÇÏ´Â Á¦°¡ Á¤¸» ¹ÝÇØ¹ö·È¾î¿ä ??¾ó±×·¹ÀÌ ¸ÔÀ¸·¯ ¶Ç °¡°í ½Í¾î¿ä¤»¤»¤»
5,³ëÆ¼½º µµ³Ó ¸»ÇØ ¹¹ ÇØ¿ä~ ÃËÃËÇÏ°í ºÎµå·¯¿î Å©¸² ÁøÂ¥ ¸ÀÀÖ¾î¿ä!!
5,ÀÌ ¹«½¼ ¸À³­ Ä¿ÇÇ¼óÀÔ´Ï±î À¯
4.5,Á¤¸» ¸ÀÀÖ¾î¿ä :)
5,Å©¸² Ä«½ºÅÚ¶ó Âð ¸À
5,¾öÃ» ¸ÀÀÖ¾î¿ä
5,"¿ª½Ã µµ³Ó ¸À Áý,, ¤§¤§"
4,µµ³Ó ³ª»ÚÁö ¾Ê¾Æ¿ä.
4,ÁÁ¾Æ¿ä
5,¸ÀÀÖ¾î¿ä!
4,µµ³Ó ³ª»ÚÁö ¾Ê¾Æ¿ä.
4,»§ÀÌ ³Ê¹« ¸ÀÀÖ¾î¿ä!
4,¸ÅÀå¿¡¼­ µµ³ÓÀ» ¸Ô°í °¡·Á°í ÇÏ´Âµ¥ ¼îÄÉÀÌ½º°¡ Å×ÀÌÅ©¾Æ¿ô ÇÏ´Â ¸Å´ë¿¡¸¸ ÀÖ¾î¼­ ¿Ô´Ù °¬´Ù ÁÖ¹®ÇÏ°Ô µÇ´Â °Ç Á» ºÒÆíÇÏ³×¿ä. ÁÙ ¼­ÀÖ´Â »ç¶÷µµ ¾öÃ» ¸¹¾Æ¼­ ±× »ç¶÷µé ¶Õ°í º¸±â°¡ Á» ¾Ö¸ÅÇÕ´Ï´Ù. °è»ê´ë¿¡ ¸Þ´ºÆÇÀÌ¶óµµ µû·Î Àû¾îÁÖ¼¼¿ä. ¾î¶² µµ³Ó ÆÄ´ÂÁö°¡ º¸¿©¾ß ÁÖ¹®À» ÇÏÁÒ??
4.5,»ý°¢º¸´Ù ¾È ´Þ°í ¸ÀÀÖ³×¿ä.
4,»ç¶÷Àº ¸¹¾Æ¿ä. Åõ°í ÁÖ¹®¹Þ¾ÆÁÖ½Ã´Â ºÐ Ä£ÀýÇß¾î¿ä
5,µµ³ÓÀº ±²ÀåÈ÷ ¸ÀÀÖ¾î¿ä ¸ÅÀå¿¡´Â »ç¶÷ÀÌ ¸¹¾Æ¼­ »ê¸¸ÇÏ°í Á¤½Å¾ø¾î¼­ Å×ÀÌÅ©¾Æ¿ôÇÏ¸é ÁÁÀ» °Å °°¾Æ¿ä
1,µµ³Ó 4°³ Æ÷Àå ½ÃÄ×´Âµ¥ ÇÑ °³ »©¼­ Æ÷ÀåÇß´õ¶ó°í¿ä..... ¹»±î¿ä.... Á¤¸» È­³ª¿ä
4.5,³Ê¹« Á¶¾Æ¿µ
5,¿þÀÌÆÃÀº ½ÈÁö¸¸ µµ³ÓÀº ¸ø ÀÒ¾î
0.5,"´Ù½Ã´Â °¡°í ½ÍÁö ¾Ê¾Æ¿ä. ´Ù´Ú´Ù´Ú º¹ÀâÇÏ°í, ÁÙÀ» Á¦´ë·Î ¼³ °ø°£µµ ¾ø°í, Á¦Ç° ³ª¿Ã ¶§±îÁö ´ë±âÇÒ °ø°£µµ ¾ø°í. ÁÖ¹®¹Þ¾Ò´ø Á¦Ç°Àº Æ÷Àå ±â´Ù¸®¸ç ÇÑÂü Áö³ª¼­¾ß ´Ù ¶³¾îÁ® ¾ø´Ù°í ÇÏ°í. ³Ê¹«³ª ¸¹Àº ÀÎ±â¸¦ °¨´çÇÒ¸¸ÇÑ Ã¼°è¸¦ °®ÃßÁö ¸øÇÑ °÷."
2.5,±×³É À¯¸íÇØ¼­ °¡ºÃ´Âµ¥ .. ¿ª½Ã³ª »ç¶÷ ¸¹°í ¤Ð½Ç³»¿¡ ÀÖ±â ½È¾î¼­ Æ÷ÀåÇß³×¿ä. ¸ÀÀÌ Æ¯º°ÇÑ °Ç ¸ð¸£°Ú¾î¿ä; ´øÅ²µµ³ÊÃ÷°¡ ´õ ¸À³­ °Å °°¾Æ¿ä ¤»¤»
0.5,µ¿¼± ¾û¸Á. ÁÖ¹® ¾û¸Á. ÄÉÀÌÅ© Æ÷Àåµµ µÚ¿¡ ÁÖ¹®ÇÑ »ç¶÷ ¸ÕÀú ÁÖ°í... ÀÌÁ¨ ¾È °¡·Á°í¿ä
1,¿ø·¡µµ ÁØºñµÈ °Í Æ÷Àå¸¸ ÇÏ´Âµ¥ ¿À·¡ °É·Á¼­ ºñÈ¿À²ÀûÀÌ¶ó »ý°¢Çß´Âµ¥ ÀÌÀüÇÏ¸é¼­´Â µ¿¼±±îÁö ´õ ¾û¸ÁÀÌ³×¿ä.
5,ÄÉÀÌÅ© ¸ÀÀÖ¾ú¾î¿ä! »ýÀÏ ÄÉÀÌÅ©·Î Çß´Âµ¥ ¸ð¾çµµ ³Ê¹« ¿¹»µ¼­ ¹Þ´Â »ç¶÷µµ ÁÁ¾ÆÇÏ´õ¶ó°í¿ä! ´Ù¸¥ ÄÉÀÌÅ©µµ ¸Ô¾îºÁ¾ß°Ú¾î¿ä
4,¸ÀÀÖ³×¿ä
2,¼Ò¹®º¸´Ù º°·Î.. ±×³É Æò¹üÇÑ µµ³ÓÀÌ¾ú¾î¿ä Á÷¿øºÐµé Ä£ÀýÇÏ°í ¼Õ´Ô °è¼Ó ¸¹¾Æ¿ä
5,¾ðÁ¦ ¸Ô¾îµµ Á¸ ¸¸
4,Á¶±Ý ´À³¢ÇÏÁö¸¸ ºÎµå·´°í ¸ÀÀÖ¾î¿ä
4,ÁÙ ¼­¼­ ¸Ô´Â µµ³Ó ¸¹ÀÌ ´ÞÁö ¾Ê°í ¸ÀÀÖ¾î¿ä^^
5,ÀÎ»ý µµ³Ó ºÎµå·´°í ¸À³ª¿ä
3,±×³É µµ³Ó ¾öÃ» ¸ÀÀÖÁö´Â ¾Ê³×;; ¤»¤»
5,¸ÀÀÖ½À´Ï´Ù :) »ç¶÷Àº ¸¹Áö¸¸ °ø°£µµ ³Ð¾îÁ³¾î¿ä
5,¿À¿ì »§ ´Ù ¸ÀÀÖ¾î¿ä^^ ¶Ç ¸Ô°í ½ÍÀº ¸À!! ÁÙ ¼­´Â ÀÌÀ¯°¡ ÀÖ³×¿ä~~
5,¿¹»Ú³×¿ä
4,¸ÀÀÖ´Âµ¥ ±× ¸À¿¡ ºñÇØ¼­ °¡°ÝÀÌ ÅÍ¹«´Ï¾øÀÌ ºñ½Ñ ´À³¦ÀÌ¶ó... º°Á¡ 4Á¡ÀÌ¿ä. µµ³Ó °¡°Ýµé ÇÑ Ãµ ¿ø¾¿Àº ³»¸®¸é Àû´çÇÒ °Å °°¾Æ¿ä.
3,¸Àµµ Ä¿ÇÇµµ º¸ÅëÀÌ¿¡¿ä
5,µµ³Ó... Á¸ ¸¶... Æ÷Àåµµ ÀÌ»µ..
5,³Ê¹« ¸ÀÀÖ³×¿ä¤¾¤¾
4.5,¸ÀÀÖ¾î¿ä
5,¿©ÀüÈ÷ ¸ÀÀÖ¾î¿ä :)
5,´ëÀü ¸À µµ³Ó ?
5,Ç×»ó ¸ÀÀÖ¾î¿ä :)
5,¿©ÀüÈ÷ ¸ÀÀÖ¾î¿ä ^^
4,¸ÅÀåµµ ³Ð°í µðÀúÆ®µµ ´Ù¾çÇØ¼­ ÁÁÀ½
5,¸ÀÀÖ¾î¿ä ¸ÀÀÖ¾î¼­ Æ÷Àåµµ ÇØ °¡¿ä
5,¸ÀÀÖ¾î¿ä
4.5,µµ³ÓÀÌ ³Ê¹« ¸ÀÀÖ¾î¿ä
5,ÁÖ¸» ¿ÀÈÄ 8½ÃÂë °¡´Ï±î µµ³Ó 3Á¾·ù¸¸ ³²¾ÆÀÖ¾ú¾î¿ä~
4,¸ÀÀÖ°í ±Í¿±°í ÀÌ ÀÏ´ë¿¡¼­ Àú·ÅÇØ¿ä
4,µµ³ÓÀÌ ³Ê¹« ¸ÀÀÖ¾î¿ä :)
4.5,ÄÉÀÌÅ©µµ ¸ÀÀÖ¾î¿ä »çÀÌÁî°¡ ÀÛ¾Æ¼­ ±×·± °Å±ä ÇÏÁö¸¸ ¼±¹°¿ëÀ¸·Î °¡°Ýµµ Àú·ÅÇÏ°í ¸ð¾çµµ ¿¹»Ú°í ¸ÀÀÖ¾î¼­ ¸¸Á·½º·¯¿ü¾î¿ä µµ³ÓÀº µþ±â¶û ¾Ó¹öÅÍ°¡ ¸ÀÀÖ¾úÀ½
4,³Ê¹« ¸ÀÀÖ°í ÀÌÀüµÈ Àå¼Òµµ ÄèÀûÇÏ°í ÁÁ¾Æ¿ä
2,³Ê¹« º¹ÀâÇÏ°í ´õ·¯¿ö¿ä
4,µµ³Ó »ç ¿È
4,µµ³Ó »ç ¿È
5,³Ê¹« ¸ÀÀÖ¾î¿ä ¹Ù´Ò¶óÅ©¸²ÀÌ ¿ä¶§ µü ¶³¾îÁ®¼­ ¾Æ½¬¿ö¿ä ¤Ì¤Ì
5,10ºÐ Á¤µµ ±â´Ù¸®°í »ò´Âµ¥ ³Ê¹« ¸À³ª¿ä~!
5,µðÀúÆ® Á¾·ù°¡ ¸¹°í ¸ÅÀåÀÌ ±ú²ýÇØ¿ä
5,Á÷¿øºÐµé Ä£ÀýÇÏ°í µµ³Óµµ ¸¶šê¾î¿ä
3.5,±âº» ¿ìÀ¯Å©¸²Àº ¸ÀÀÖ´Âµ¥ ³ª¸ÓÁø ±×³É ±×·¡¿ä
4,±¸¤Ó¿©¿ö¿ä ¤»¤»
4,±â´ëÇÑ ¸¸Å­Àº ¾Æ´Ï¿¡¿ä
2.5,µµ³Ó ¸ÀÀÌ ´Ù ºñ½Áºñ½ÁÇØ¼­ ¾Æ½¬¿ö¿ä
5,µµ³Óµµ ¸ÀÀÖ´Âµ¥ Å¸¸£Æ®µµ Á¸ ¸¶! Å¸¸£Æ®´Â ÇÏ³ªµµ ¾ÆÀÌ½º Æ÷Àå ÀßÇØÁà¿ä??
3.5,¸ÀÀº ÀÖÀ¸³ª Æ÷Àå ÁÙÀÌ¶û È¦ ÁÙÀÌ¶û °°¾Æ¼­ ³Ê¹« Èûµê ¤Ð
4.5,¸ÀÀÖ°í ¸ÅÀåÀÌ ±Í¿©¿ö¿ä. µµ³Ó¸¸ ÁÖ·Î °ø·«ÇØ¼­ °ÅÀÇ ´Ù ¸Ô¾ú´Âµ¥ Á¦ ÀÔ¸À¿¡´Â µþ±â »ýÅ©¸² µµ³ÓÀÌ Á© ±¦Âú¾Ò¾î¿ä. ³ª¸ÓÁö´Â ³Ê¹« Åõ ¸ÓÄ¡ ÇÑ ´À³¦. Á© ±â´ëÇß´ø »ì±¸ ·ÎÁî¸Þ¸®´Â ³Ê¹« ´Þ¾Ò¾î¿ä.¤Ð¤Ð
5,Ä«¾ß ¹öÅÍ¶û ¾ó±×·¹ÀÌ µµ³Ó ³Ê¹« ¸ÀÀÖ¾î¿ä
3.5,¹Ù´Ò¶ó´Â ¸ÀÀÖ´Âµ¥ ´©ÅÚ¶ó´Â ÇÑÀÔ ÀÌ»ó ¸Ô±â ºÎ´ã½º·´³×¿ä
5,¿ìÀ¯ »ýÅ©¸²ÀÌ¶û µþ±â µµ³Ó ¸ÀÀÖ¾î¿ä
2.5,µµ»ê°ø¿øÁ¡ÀÌ ´Ý°í Ã»´ãÁ¡ÀÌ »õ·Î ¿ÀÇÂÇÑ Ã¹³¯. ÁÖ¹®ÇÏ´Â ÇÁ·Î¼¼½º¿Í µ¿¼±ÀÌ º¹ÀâÇØÁøµ¥ °¼¿ô°¼¿ôÇÏ´ø Áß ÀÌ¾î Á÷¿øºÐµéÀÇ ¾È³»°¡ ¸Å²ô·´Áö ¾Ê¾Æ Á» ½Ç¸ÁÇß¾î¿ä. ¿ÀÇÂ ¾ÆÁÖ ÃÊ¿¡ °¡¼­ ¼Õ´ÔÀÌ ¸¹Áöµµ ¾ÊÀº »óÈ²ÀÌ¾ú°Åµç¿ä. Á¡Â÷ ³ª¾ÆÁö°ÚÁÒ! Ä¿ÇÇ³ª »§Àº ¿ª½Ã ¸ÀÀÖ¾ú¾î¿ä :)
